pmid,gene1,gene2,sentence,class,details,gene1_char_start,gene1_char_end,gene2_char_start,gene2_char_end
11477405,c-Myc,LKLF,"In addition, many effects of LKLF expression were mimicked by expression of the dominant-negative MadMyc protein and rescued by overexpression of c-Myc.",TP,binding to regulatory DNA-region/potential direct influence on expression,146,151,29,33
11504730,NR1H2,SREBP-1c,"The nuclear receptors liver X receptor alpha (LXRalpha) (NR1H3) and LXRbeta (NR1H2) are important regulators of genes involved in lipid metabolism, including ABCA1, ABCG1, and sterol regulatory element-binding protein-1c (SREBP-1c).",TP,binding to regulatory DNA-region/potential direct influence on expression,77,82,222,230
11535131,Max,Myc,"Whereas the Myc and Mad genes and proteins are highly regulated, Max expression is constitutive and no post-translational regulation is known.",TP,binding to regulatory DNA-region/potential direct influence on expression,65,68,12,15
11585920,c-Myb,RelA,"Interestingly, an amino-terminal deletion form of p300 lacking the C/H1 and KIX domains and unable to bind RelA retained the ability to stimulate c-Myb transcription and prevented NF-kappaB-mediated repression",TP,binding to regulatory DNA-region/potential direct influence on expression,146,151,107,111
11707457,PPARgamma,Pax6,"These results suggest that PPARgamma in a ligand-dependent but DNA binding-independent manner inhibits Pax6 transcriptional activity, resulting in inhibition of glucagon gene transcription.",TP,binding to regulatory DNA-region/potential direct influence on expression,27,36,103,107
11713256,TTF-1,SRC-1,Role of CBP/p300 and SRC-1 in transcriptional regulation of the pulmonary surfactant protein-A (SP-A) gene by thyroid transcription factor-1 (TTF-1).,TP,binding to regulatory DNA-region/potential direct influence on expression,142,147,21,26
11739238,IRF-1,NFkappaB,These studies show that NFkappaB plays an important role in the regulation of IRF-1 induction in HUVECs.,TP,binding to regulatory DNA-region/potential direct influence on expression,78,83,24,32
11739238,NFkappaB,IRF-1,These studies show that NFkappaB plays an important role in the regulation of IRF-1 induction in HUVECs.,TP,binding to regulatory DNA-region/potential direct influence on expression,24,32,78,83
11773605,VDR,WT1,Nuclear run on experiments demonstrated that the effect of WT1 on VDR expression is at the transcriptional level.,TP,binding to regulatory DNA-region/potential direct influence on expression,66,69,59,62
11799123,NeuroD,c-Myc,"In conclusion, increased expression of c-Myc in beta-cells suppresses the insulin gene transcription by inhibiting NeuroD-mediated transcriptional activation.",TP,binding to regulatory DNA-region/potential direct influence on expression,115,121,39,44
11981037,IkappaBalpha,PPARalpha,"Furthermore, cotransfection of increasing amounts of DRIP205 relieved this inhibition, suggesting that PPARalpha requires DRIP205 to regulate IkappaBalpha promoter activity.",TP,binding to regulatory DNA-region/potential direct influence on expression,142,154,103,112
11981037,IkappaBalpha,PPARalpha,"Here, we studied the molecular mechanisms by which PPARalpha controls IkappaBalpha expression.",TP,binding to regulatory DNA-region/potential direct influence on expression,70,82,51,60
12574125,C/EBPbeta,Id-1,"The interleukin-3 (IL-3)-dependent expression of the Id-1 gene, encoding a helix-loop-helix (HLH) transcriptional inhibitor, is activated by both C/EBPbeta and STAT5 transcription factors bound to its pro-B-cell enhancer (PBE), but is inhibited by HDAC inhibitors in Ba/F3 cells.",TP,binding to regulatory DNA-region/potential direct influence on expression,146,155,53,57
14656743,PPARgamma,IRF-1,"In contrast, adenoviral expression of PPARgamma in VSMCs dramatically increased IRF-1 level.",TP,binding to regulatory DNA-region/potential direct influence on expression,38,47,80,85
14656743,PPARgamma,IRF-1,"METHODS AND RESULTS: Using Northern and Western blot analyses, we documented that PPARgamma ligands, including ciglitazone, troglitazone, and GW7845, significantly increased IRF-1 expression in VSMCs; however, the PPARalpha ligand (Wy14643) and PPARdelta ligand (GW0742) did not affect its expression.",TP,binding to regulatory DNA-region/potential direct influence on expression,82,91,174,179
14706339,Fos,Pax7,"Moreover, Fos is able to repress Pax7 expression in rhabdomyosarcoma cell lines and primary myoblasts, suggesting a molecular link to genetic alterations involved in human rhabdomyosarcomas",TP,binding to regulatory DNA-region/potential direct influence on expression,10,13,33,37
15044858,HOXA10,p53,Constitutively expressing HOXA10 in BT20 cells increased p53 protein expression.,TP,binding to regulatory DNA-region/potential direct influence on expression,26,32,57,60
15044858,p53,HOXA10,Constitutively expressing HOXA10 in BT20 cells increased p53 protein expression.,TP,binding to regulatory DNA-region/potential direct influence on expression,57,60,26,32
15126340,HOXB13,TCF-4,"This study suggests that HOXB13, a transcription factor, functions as a cell growth suppressor by negatively regulating the expression of TCF-4, which eventually provides negative signals for cell proliferation.",TP,binding to regulatory DNA-region/potential direct influence on expression,25,31,138,143
15126340,HOXB13,TCF-4,"Western blot analysis demonstrated that HOXB13 down-regulates the expression of TCF-4 and its responsive genes, c-myc and cyclin D1.",TP,binding to regulatory DNA-region/potential direct influence on expression,40,46,80,85
15163661,MyoD,Id1,Ubiquitin-Proteasome-mediated degradation of Id1 is modulated by MyoD.,TP,binding to regulatory DNA-region/potential direct influence on expression,65,69,45,48
15177020,E2F3,p53,E2F3-a novel repressor of the ARF/p53 pathway.,TP,binding to regulatory DNA-region/potential direct influence on expression,0,4,34,37
15183844,Smad7,Smad2,"Myostatin signaling through Smad2, Smad3 and Smad4 is regulated by the inhibitory Smad7 by a negative feedback mechanism.",TP,binding to regulatory DNA-region/potential direct influence on expression,82,87,28,33
15190206,E2F1,p53,E2F1 function is crucial for responding to loss of proper Rb-mediated growth control to activate p53 and the apoptotic program.,TP,binding to regulatory DNA-region/potential direct influence on expression,0,4,97,100
15193261,TAL1,HEB,TAL1/SCL induces leukemia by inhibiting the transcriptional activity of E47/HEB.,TP,binding to regulatory DNA-region/potential direct influence on expression,0,4,76,79
15193261,tal1,HEB,These data demonstrate that tal1/scl induces leukemia by repressing E47/HEB and suggest that HDAC inhibitors may prove efficacious in T-ALL patients who express TAL1/SCL,TP,binding to regulatory DNA-region/potential direct influence on expression,28,32,72,75
15286719,WT1,c-myc,These observations strongly argue that in the case of breast cancer WT1 is functioning as an oncogene in part by stimulating the expression of c-myc,TP,binding to regulatory DNA-region/potential direct influence on expression,68,71,143,148
15382119,NF-kappaB,CAR,"In conclusion, GR/NF-kappaB interaction affects CAR gene transcription through chromatin remodeling and provide a mechanistic explanation for the long-standing observation that inflammation and sepsis inhibit drug metabolism while inducing intrahepatic cholestasis or hyperbilirubinemia",TP,binding to regulatory DNA-region/potential direct influence on expression,18,27,48,51
15385158,Sry,Sox9,The related autosomal gene Sox9 is up-regulated shortly after the onset of Sry transcription and is thought essential for the differentiation of Sertoli cells.,TP,binding to regulatory DNA-region/potential direct influence on expression,75,78,27,31
15517862,E2F-1,p53,However ectopic E2F-1 overexpression activates p53 and inhibits growth.,TP,binding to regulatory DNA-region/potential direct influence on expression,16,21,47,50
15596543,Pax4,c-myc,We propose that Pax4 is implicated in beta-cell plasticity through the activation of c-myc and potentially protected from apoptosis through Bcl-xL gene expression,TP,binding to regulatory DNA-region/potential direct influence on expression,16,20,85,90
15688019,RUNX1,RUNX3,RUNX3 repressed the RUNX1 P1 promoter by binding specifically to conserved RUNX sites near the transcription start of the promoter.,TP,binding to regulatory DNA-region/potential direct influence on expression,20,25,0,5
16091746,AhR,c-Myc,"These results suggest that the AhR influences the expression of c-Myc, a protein critical to malignant transformation",TP,binding to regulatory DNA-region/potential direct influence on expression,31,34,64,69
16311519,Krox20,Sox10,"In addition, the enhancer-dependent synergism between these POU proteins and Sox10 suggests that Krox20 expression requires this combination of factors.",TP,binding to regulatory DNA-region/potential direct influence on expression,97,103,77,82
16356493,c-myc,RIZ1,Experiments of chromatin immunoprecipitation indicated that RIZ2 protein expression was controlled by estrogen receptor and RIZ1 had a direct repressor function on c-myc gene expression.,TP,binding to regulatory DNA-region/potential direct influence on expression,164,169,124,128
16356493,c-myc,RIZ2,Experiments of chromatin immunoprecipitation indicated that RIZ2 protein expression was controlled by estrogen receptor and RIZ1 had a direct repressor function on c-myc gene expression.,TP,binding to regulatory DNA-region/potential direct influence on expression,164,169,60,64
16569215,INSM1,beta2,A chromatin immunoprecipitation assay confirmed that in vivo INSM1 is situated on the promoter region of the neuroD/beta2 gene.,TP,binding to regulatory DNA-region/potential direct influence on expression,61,66,116,121
16569215,INSM1,beta2,INSM1 functions as a transcriptional repressor of the neuroD/beta2 gene through the recruitment of cyclin D1 and histone deacetylases.,TP,binding to regulatory DNA-region/potential direct influence on expression,0,5,61,66
16619504,Egr-1,transcription factor Sp1,"In addition, genistein treatment was associated with a significant increase in Egr-1 binding to the transcription factor Sp1.",TP,binding to regulatory DNA-region/potential direct influence on expression,79,84,100,124
16714330,Sp1,Smad7,"We found that in pancreatic cancer cells Smad proteins and Sp1 cooperatively regulate expression of a distinct set of TGFbeta target genes potentially involved in tumor progression, including MMP-11, cyclin D1 and Smad7.",TP,binding to regulatory DNA-region/potential direct influence on expression,59,62,214,219
16778171,TAL1,NFKB1,"When TAL1 expression is reduced in CEM T leukemia cells, basal NFKB1 expression is increased, and the levels of p65:cRel complex and transcription of its target gene, such as intercellular adhesion molecule-1 (ICAM-1), are reduced in response to etoposide treatment.",TP,binding to regulatory DNA-region/potential direct influence on expression,5,9,63,68
16809346,ERalpha,FoxM1,"Together with the chromatin immunoprecipitation and biotinylated oligonucleotide pulldown data, the co-immunoprecipitation results also suggest the possibility that FoxM1 and FoxO3a cooperate to regulate ERalpha gene transcription",TP,binding to regulatory DNA-region/potential direct influence on expression,204,211,165,170
