pmid,gene1,gene2,sentence,class,details
9761780,PGA1,I-kappaBalpha,Induction of the stress response with PGA1 increased I-kappaBalpha mRNA expression in a time-dependent manner and increased I-kappaBalpha peptide expression.,TP,binding to regulatory DNA-region/potential direct influence on expression
9811926,Gscl,DGS,"Thus, the genomic location of Gscl and its expression in a subset of the tissues affected in DGS/VCFS patients suggest that Gscl may contribute to the pathogenesis of DGS/VCFS.",TP,binding to regulatory DNA-region/potential direct influence on expression
9811926,Gscl,VCFS,"Thus, the genomic location of Gscl and its expression in a subset of the tissues affected in DGS/VCFS patients suggest that Gscl may contribute to the pathogenesis of DGS/VCFS.",TP,binding to regulatory DNA-region/potential direct influence on expression
10215868,IRF-1,NFkappaB,"IRF-1 by itself initiates NFkappaB activation by inducing a reduction in cellular MAD3/IkappaBalpha, an inhibitor of NFkappaB.",TP,binding to regulatory DNA-region/potential direct influence on expression
10321737,IRF-1,IRF-2,IRF-1 also induced expression of its homologous repressor IRF-2 as indicated by EMSA analysis using an IRF-E probe from the IRF-2 promoter; and by cotransfection of IRF-1 together with an IRF-2 promoter CAT construct.,TP,binding to regulatory DNA-region/potential direct influence on expression
10321737,IRF-1,IRF-2,"Therefore, the induction of IRF-1 by IFNs or other stimuli acts as a transactivator of genes involved in cell growth regulation, as well as of its own repressor IRF-2, thus providing autoinhibitory regulation of IRF-1 activated genes",TP,binding to regulatory DNA-region/potential direct influence on expression
10321737,IRF-2,IRF-1,"Therefore, the induction of IRF-1 by IFNs or other stimuli acts as a transactivator of genes involved in cell growth regulation, as well as of its own repressor IRF-2, thus providing autoinhibitory regulation of IRF-1 activated genes",TP,binding to regulatory DNA-region/potential direct influence on expression
10329471,AP1,RAR,"To gain insight into the molecular mechanism of RAR-AP1 interaction, we have identified the regions of the RAR required for AP1 antagonism.",TP,binding to regulatory DNA-region/potential direct influence on expression
10373484,p63,p73,In vivo co-transfection assays of the ability of p53 and its homologues to activate reporter genes showed that a DNA-binding mutant of p53 was not able to act in a dominant negative manner over wild-type p73 or p63 but that a p73 mutant could inhibit the activity of wild-type p63.,TP,binding to regulatory DNA-region/potential direct influence on expression
10373529,p110,RelA,"Furthermore, by using a fusion protein containing the p65/RelA transactivation domain, we found that overexpression of the p110 catalytic subunit of PI3K induces p65/RelA-mediated transactivation and that the specific PI3K inhibitor LY294,002 represses this process.",TP,binding to regulatory DNA-region/potential direct influence on expression
10480932,Smad4,Smad2,"Constitutive activation of the p38 pathway in the absence of TGF-beta induced the transcriptional activation, which was enhanced synergistically by coexpression of Smad2 and Smad4 and was inhibited by expression of the C-terminal truncated, dominant negative Smad4.",TP,binding to regulatory DNA-region/potential direct influence on expression
10501656,AP-1,SPR1,"AP-1 is the cis element mediating the transcriptional activation of SPR1 by PMA, which induces the expression of AP-1 factors in 21MT-2 cells.",TP,binding to regulatory DNA-region/potential direct influence on expression
10501656,SPR1,AP-1,"AP-1 is the cis element mediating the transcriptional activation of SPR1 by PMA, which induces the expression of AP-1 factors in 21MT-2 cells.",TP,binding to regulatory DNA-region/potential direct influence on expression
10672043,c-Myc,Max,The MSSP/Myc/Max ternary complex lost the binding activity to the E-box sequence-the recognition sequence of c-Myc/Max complex-thereby abrogating the E-box-dependent transcription activity of c-Myc.,TP,binding to regulatory DNA-region/potential direct influence on expression
10678274,PPAR,c-fos,"Peroxisome proliferator-activated receptor (PPAR)-gamma expression in human vascular smooth muscle cells: inhibition of growth, migration, and c-fos expression by the peroxisome proliferator-activated receptor (PPAR)-gamma activator troglitazone.",TP,binding to regulatory DNA-region/potential direct influence on expression
10744705,WT1,p73,"Similarly, WT1 inhibits p73-induced transcription activation in reporter assays and counteracts p73-induced expression of endogenous Mdm2.",TP,binding to regulatory DNA-region/potential direct influence on expression
10854698,PPARgamma,PPAR,"Therefore, hPPARgamma2Delta500 appears to repress PPAR activity by competing with wild type receptor to dimerize with RXR and bind the PPRE.",TP,binding to regulatory DNA-region/potential direct influence on expression
10924340,CAR,PXR,"As the transcriptional activity of PXR and CAR is not affected by IL-6 in cell-based reporter assays, our data suggest that the loss of CYP2 and CYP3 inducibility results from the negative regulation of PXR and CAR gene expression by this cytokine",TP,binding to regulatory DNA-region/potential direct influence on expression
10924340,PXR,CAR,"As the transcriptional activity of PXR and CAR is not affected by IL-6 in cell-based reporter assays, our data suggest that the loss of CYP2 and CYP3 inducibility results from the negative regulation of PXR and CAR gene expression by this cytokine",TP,binding to regulatory DNA-region/potential direct influence on expression
10980195,PPARalpha,IkappaBalpha,"Our results show that fibrates, synthetic PPARalpha activators, induced the expression of the inhibitory protein IkappaBalpha in human aortic smooth muscle cells as well as in primary human hepatocytes, whereas neither IkappaB-kinase activity nor the degradation rate of IkappaBalpha were affected.",TP,binding to regulatory DNA-region/potential direct influence on expression
11050081,WT1,vdr,"In transient cotransfection experiments, we observed an activation of a vdr promoter reporter by WT1 through a WT1 recognition element, indicating transcriptional regulation of the vdr gene expression by WT1.",TP,binding to regulatory DNA-region/potential direct influence on expression
11094166,RAC3,NF-kappa B,We found that RAC3 functions as a coactivator by binding to the active form of NF-kappa B and that overexpression of RAC3 restores GR-dependent transcription neglecting GR/NF-kappa B transrepression.,TP,binding to regulatory DNA-region/potential direct influence on expression
11106484,HNF-1beta,HNF-1,Conserved core residues in the dimerization domain of the homologous transcriptional regulator HNF-1beta rationalize the functional heterodimerization of the HNF-1alpha and HNF-1beta proteins.,TP,binding to regulatory DNA-region/potential direct influence on expression
11106654,HMG1,p53,Interaction between HMG1 and p53 required the HMG A box of HMG1 and amino acids 363-376 of p53.,TP,binding to regulatory DNA-region/potential direct influence on expression
11172467,PPARgamma,PPARalpha,"Troglitazone and pioglitazone, which are ligands/activators for PPARgamma, also induced PPARalpha gene and protein expression and increased CuZn-SOD gene expression and protein levels in addition to increasing PPARgamma gene and protein expression in endothelial cells.",TP,binding to regulatory DNA-region/potential direct influence on expression
11250656,HOXB4,c-myc,"The data further establish that HOXB4 levels are regulated by 1,25-(OH)2D(3) and reveal that HOXB4 participates in the down-regulation of c-myc expression",TP,binding to regulatory DNA-region/potential direct influence on expression
11316810,Egr-1,Sp3,"Whereas binding of either Sp1 or Sp3 induced promoter function, Egr-1 repressed Sp3-mediated PTP1B promoter activation.",TP,binding to regulatory DNA-region/potential direct influence on expression
11375983,p53,POLD1,"When ectopic wild-type p53 expression was induced to a physiologically relevant level in ""tet-off"" cultured cells in which p53 expression was tightly regulated by tetracycline, it was found that POLD1 steady-state mRNA was repressed by about 65%.",TP,binding to regulatory DNA-region/potential direct influence on expression
11424093,Smad2,Smad4,"Increased levels of TGFbeta1-induced transcriptional activation of the P1 promoter by overexpression of Smad2 and/or Smad4 is greatly reduced in the presence of Smad2(3SA) and completely inhibited by Smad7, suggesting the participation of endogenous Smad2/Smad4 complexes.",TP,binding to regulatory DNA-region/potential direct influence on expression
11564872,TBP,TAF(II)250,"From a functional standpoint, hTAF(II)135 has been found to interact strongly and directly with hTFIIA and (within a complex that also contains hTBP and hTAF(II)250) to specifically cooperate with TFIIA to relieve TAF(II)250-mediated repression of TBP binding and function on core promoters.",TP,binding to regulatory DNA-region/potential direct influence on expression
11686293,TAF(II)250,TBP,"TAF(II)250 is a scaffold for assembly of other TAF(II)s and TBP into TFIID, TAF(II)250 binds activators to recruit TFIID to particular promoters, TAF(II)250 regulates binding of TBP to DNA, TAF(II)250 binds core promoter initiator elements, TAF(II)250 binds acetylated lysine residues in core histones, and TAF(II)250 possesses protein kinase, ubiquitin-activating/conjugating and acetylase activities that modify histones and GTFs.",TP,binding to regulatory DNA-region/potential direct influence on expression
11707390,Bcl-3,NF-kappaB,"Bcl-3 is an unusual IkappaB protein because it is primarily nucleoplasmic and can lead to enhanced NF-kappaB-dependent transcription, unlike the prototypical IkappaB protein IkappaBalpha, which inhibits NF-kappaB activity by retaining it in the cytoplasm.",TP,binding to regulatory DNA-region/potential direct influence on expression
11733512,GATA-6,TTF-1,"GATA-6, a member of the GATA family of zinc finger domain containing transcription factors, is expressed in endodermally derived tissues including the lung, where GATA-6 influences the transcription of target genes, TTF-1, and surfactant proteins.",TP,binding to regulatory DNA-region/potential direct influence on expression
11753650,RelA,RelB,RelA is alone sufficient to induce RelB gene transcription and to mediate the stimuli-driven increase in RelB transcription.,TP,binding to regulatory DNA-region/potential direct influence on expression
