pmid,gene1,gene2,sentence,class,details
19276163,FOXM1,FOXO3a,"We also showed that ectopic expression of an active FOXO3a represses FOXM1 expression, whereas knockdown of FOXO3a expression using small interfering RNA can up-regulate FOXM1 and its downstream targets polo-like kinase, cyclin B1, and CDC25B and rescue sensitive BT474 cells from gefitinib-induced cell proliferative arrest.",TP,potential direct influence on expression
19277210,ARNTL,p53 tumor suppressor,A large scale shRNA barcode screen identifies the circadian clock component ARNTL as putative regulator of the p53 tumor suppressor pathway.,TP,potential direct influence on expression
19424592,ETS1,ZEB2,"Integrative genomic analyses of ZEB2: Transcriptional regulation of ZEB2 based on SMADs, ETS1, HIF1alpha, POU/OCT, and NF-kappaB.",TP,potential direct influence on expression
19448627,p53,Slug,Downregulation of Slug by wtp53 or MDM2 enhances E-cadherin expression and represses cancer cell invasiveness.,TP,potential direct influence on expression
19503094,KLF4,ERalpha,We also showed that activation of p53 decreased the transcriptional activity of ERalpha by elevating KLF4 expression.,TP,potential direct influence on expression
19513096,SRY,SOX9,The normal role of SRY in gonadal development is the upregulation of SOX9 expression.,TP,potential direct influence on expression
19522008,Gfi-1B,c-myc,"Surprisingly, this Gfi-1/GATA-2-Gfi-1B/GATA-1 switch observed at erythroblast stages is associated to an increase in the Gfi-1B transcription whereas it triggers repression of c-myc transcription.",TP,potential direct influence on expression
19522013,NANOG,KLF4,KLF4 and PBX1 directly regulate NANOG expression in human embryonic stem cells.,TP,potential direct influence on expression
19526525,MYCN,MDM2,BACKGROUND: MDM2 is a major negative regulator of p53 function and is directly regulated by MYCN in neuroblastoma (NB) cells.,TP,potential direct influence on expression
19551868,KLF4,GPA33,"This indicates that PPARgamma activation induces KLF4 expression, which in turn increases GPA33 expression.",TP,potential direct influence on expression
19551868,PPARgamma,KLF4,"We also demonstrate that PPARgamma activation leads to increased (p21WAF1/Cip1 and keratin 19) or decreased (cyclin D1) expression of known KLF4 targets, suggesting that KLF4 is a nodal player in a network of PPARgamma-regulated genes.",TP,potential direct influence on expression
19558368,RREB-1,p53,Silencing of RREB-1 significantly reduces p53 expression at both the mRNA and the protein levels.,TP,potential direct influence on expression
19558368,RREB-1,p53,"We also show that, upon exposure to genotoxic stress, RREB-1 controls apoptosis in a p53-dependent manner.",TP,potential direct influence on expression
19584059,ERalpha,NF-kappaB,"Increasing NF-kappaB expression by tumor necrosis factor-alpha reduced the expression of ERalpha, indicating that the NF-kappaB pathway inhibits expression of ERalpha in human cardiomyocytes.",TP,potential direct influence on expression
19603429,RUNX1,RUNX3,RUNX3-mediated repression of RUNX1 in B cells.,TP,potential direct influence on expression
19620289,Cebpa,GATA-2,"Surprisingly, GATA-2 also negatively regulates the expression of crucial myeloid transcription factors, such as Sfpi1 and Cebpa.",TP,potential direct influence on expression
19684017,MYC,KLF5,In this study we investigated whether KLF5 directly regulates MYC transcription in epithelial cells in the context of TGFbeta.,TP,potential direct influence on expression
19684017,MYC,KLF5,Knockdown of KLF5 significantly reduced MYC expression in the HaCaT epidermal epithelial cells.,TP,potential direct influence on expression
19684017,MYC,KLF5,Opposing effects of KLF5 on the transcription of MYC in epithelial proliferation in the context of transforming growth factor beta.,TP,potential direct influence on expression
19684017,MYC,KLF5,"When TGFbeta was applied, however, whereas MYC expression was significantly inhibited, knockdown of KLF5 increased MYC expression.",TP,potential direct influence on expression
19749794,FoxM1,p53,"After DNA damage, p53 facilitates the repression of FoxM1 mRNA, which is accompanied by a decrease in FoxM1 protein levels.",TP,potential direct influence on expression
19749794,FoxM1,p53,"In this study we show that p53 is required for the downregulation of FoxM1, an essential transcription factor that regulates many G2/M-specific genes and is overexpressed in a multitude of solid tumors.",TP,potential direct influence on expression
19756381,Runx2,Slug,"These data, with the finding that Slug is in vivo recruited by the promoters of Runx2 and Sox-9 genes, suggest that, in hOBs, Slug may act both as positive and negative transcriptional regulator of Runx2 and Sox-9 genes, respectively.",TP,potential direct influence on expression
19795349,SOX9,CDX2,"In the intestine, Wnt signaling represses the expression of the tumor suppressor gene CDX2 via SOX9, a transcription factor, which is also expressed in the choroid plexus.",TP,potential direct influence on expression
19798702,smad3,Id-1,"However, the suppression of Id-1 by TGF-beta1 was recovered by smad3 siRNA but not smad2 or p38 MAPK siRNA.",TP,potential direct influence on expression
19798702,smad3,Id-1,Transforming growth factor-beta suppressed Id-1 Expression in a smad3-dependent manner in LoVo cells.,TP,potential direct influence on expression
19800021,C/EBPdelta,NF-kappaB,"Taken together, these results suggest a potentially crucial role for NF-kappaB in the IL-1-induced expression of C/EBPdelta, and thereby downstream APP genes regulated by this transcription factor",TP,potential direct influence on expression
19800266,RUNX1,FoxP3,"In addition, knockdown of RUNX1 showed that RUNX1 is required for the optimal regulation of FoxP3 expression in human T cells.",TP,potential direct influence on expression
19806201,c-Jun,Bcl-3,"Hypo-phosphorylated c-Jun accumulated to high levels following JNK2 silencing, auto-regulated its own expression and suppressed expression of Bcl-3, an unusual IkappaB protein and regulator of NFkappaB.",TP,potential direct influence on expression
19825993,p53,STAT3,We further observed that p53 knockdown induced the downregulation of STAT3 protein.,TP,potential direct influence on expression
19875885,Sry,Sox9,"Initially, Sry with other factors upregulates Sox9 expression in XY individuals.",TP,potential direct influence on expression
19922526,GADD153,ATF-4,CONCLUSION: Our results demonstrate the involvement of oxygen-dependent proteasomal degradation of ATF-4 in the hypoxia-induced expression of GADD153.,TP,potential direct influence on expression
19924301,VDR,TCF-4,"Furthermore, we show 1,25(OH)2D3 increases TCF-4 at the RNA and protein levels in several human colorectal cancer cell lines, the effect of which is completely dependent on the VDR.",TP,potential direct influence on expression
19930465,CREB,p53,"Taken together, our present findings suggest that p53 is transcriptionally regulated by CREB/phospho-AMPKalpha complex and thereby contributing to the induction of apoptosis under carbon source depletion.",TP,potential direct influence on expression
19930465,cAMP-responsive element-binding protein,p53,Transcriptional regulation of tumor suppressor p53 by cAMP-responsive element-binding protein/AMP-activated protein kinase complex in response to glucose deprivation.,TP,potential direct influence on expression
20074681,GLI1,SOX14,"Further, we have shown that human SOX14 expression is GLI1 dependent in U87MG cells and SHH-N dependent in U87MG and HepG2 cell lines.",TP,potential direct influence on expression
20075077,p53,Foxp3,"Here, we demonstrate that Foxp3 up-regulation requires p53 function, showing that Foxp3 expression is directly regulated by p53 upon DNA damage responses in human breast and colon carcinoma cells.",TP,potential direct influence on expression
20136501,HIF-1alpha,FOXO4,FOXO4 induces human plasminogen activator inhibitor-1 gene expression via an indirect mechanism by modulating HIF-1alpha and CREB levels.,TP,potential direct influence on expression
20175750,Gli,SHP,"Finally, SHP overexpression decreased the expression of Gli target genes and SHP knockdown increased the expression of these genes.",TP,potential direct influence on expression
20175750,Gli1,SHP,In the present study we identified SHP (small heterodimer partner) as a nuclear receptor that decreased the expression of Gli target genes by repressing the transcriptional activity of Gli1.,TP,potential direct influence on expression
20175750,Gli1,small heterodimer partner,In the present study we identified SHP (small heterodimer partner) as a nuclear receptor that decreased the expression of Gli target genes by repressing the transcriptional activity of Gli1.,TP,potential direct influence on expression
20181745,Ets1,alx1,"An analysis of the upstream regulation of alx1 shows that this gene is regulated by MAPK signaling and by the transcription factor Ets1; however, these inputs influence only the maintenance of alx1 expression and not its activation, which occurs by a distinct mechanism.",TP,potential direct influence on expression
20208560,FOXM1,ERalpha,Depletion of ERalpha by RNA interference (RNAi) in MCF-7 cells downregulated FOXM1 expression.,TP,potential direct influence on expression
20208560,ERalpha,FOXM1,"In this study, we investigated the regulation of FOXM1 expression by estrogen receptor alpha (ERalpha) and its role in hormonal therapy and endocrine resistance.",TP,potential direct influence on expression
20212266,FOXO1,HIF-1alpha,Gene knockdown of HIF-1alpha or FOXO1 by small-interfering RNAs abolishes hypoxia-induced expression of FOXO1 and SUR2A/B/Kir6.1.,TP,potential direct influence on expression
20363750,GATA2,EVI1,"EVI1 is a member of a group of transcription factors with C-terminal binding protein (CtBP)-binding motifs that act as transcriptional co-repressors; however, we recently found that EVI1 directly activates GATA2 transcription, which is an important gene for the maintenance of hematopoietic stem cells.",TP,potential direct influence on expression
20404562,HIF-1,c-Myc,"In addition, our own results show that under normoxic conditions oncogenic c-Myc is required for constitutive high HIF-1 protein levels and activity in Multiple Myeloma (MM) cells, thereby influencing VEGF secretion and angiogenic activity within the bone marrow microenvironment.",TP,potential direct influence on expression
20426839,C/EBPalpha,Myc,"A number of tumor suppressor genes are targets of Myc transcriptional repression including C/EBPalpha, p15INK4, p21CIP1, p27KIP1 and p57KIP2.",TP,potential direct influence on expression
20426839,C/EBPdelta,Myc,Miz1 and Max siRNA treatments attenuate Myc repression of endogenous C/EBPdelta expression.,TP,potential direct influence on expression
20426839,C/EBPdelta,Myc,"These results identify protein interactions that mediate Myc repression of C/EBPdelta, and possibly other tumor suppressor genes, and suggest new therapeutic targets to block Myc transcriptional repression and oncogenic function",TP,potential direct influence on expression
